116029,-0.15,-0.06,0.60,-54.50,212.81,9.63,0.28,-7.13,38.32
116039,-0.20,-0.08,0.79,-54.53,223.21,7.32,-0.30,-4.37,38.30
116049,-0.25,-0.09,0.98,-55.25,228.19,4.05,-0.90,-1.78,38.19
116059,-0.28,-0.10,1.16,-56.13,230.24,1.74,-1.52,0.72,38.06
116069,-0.32,-0.11,1.32,-55.79,226.62,-0.95,-2.09,2.95,37.88
116079,-0.35,-0.11,1.46,-54.69,220.91,-2.53,-2.62,5.03,37.71
116089,-0.37,-0.11,1.58,-52.34,211.46,-3.02,-3.08,6.88,37.57
116099,-0.37,-0.12,1.68,-50.32,200.69,-3.04,-3.55,8.56,37.44
116109,-0.37,-0.13,1.77,-48.17,186.59,-3.09,-4.04,9.94,37.31
116119,-0.37,-0.14,1.84,-46.06,172.66,-3.35,-4.55,11.11,37.16
116129,-0.37,-0.15,1.91,-42.35,158.21,-3.35,-4.85,11.99,37.04
116139,-0.37,-0.15,1.97,-37.79,144.00,-3.41,-5.04,12.75,36.93
116149,-0.36,-0.14,2.04,-33.58,127.31,-2.64,-5.18,13.25,36.89
116159,-0.34,-0.14,2.10,-30.38,108.46,-2.10,-5.33,13.47,36.87
116169,-0.33,-0.15,2.16,-28.29,84.37,-0.35,-5.49,13.25,36.95
116179,-0.32,-0.16,2.19,-25.17,59.69,0.83,-5.58,12.76,37.05
116189,-0.32,-0.17,2.19,-19.42,34.42,1.33,-5.52,11.99,37.15
116199,-0.33,-0.17,2.17,-13.15,11.05,1.82,-5.37,11.06,37.27
116209,-0.34,-0.18,2.12,-6.57,-11.89,1.73,-5.27,10.02,37.36
116219,-0.35,-0.18,2.07,-1.46,-32.86,2.33,-5.09,8.97,37.51
116229,-0.35,-0.18,2.01,3.18,-53.06,2.06,-4.86,7.75,37.63
116239,-0.35,-0.17,1.95,7.17,-71.33,2.32,-4.62,6.42,37.79
116249,-0.35,-0.17,1.89,11.27,-88.12,2.22,-4.33,4.99,37.93
116259,-0.35,-0.16,1.82,15.01,-102.90,2.52,-4.03,3.49,38.08
116269,-0.35,-0.15,1.75,19.46,-116.74,2.30,-3.67,1.89,38.21
116279,-0.35,-0.15,1.68,23.53,-128.65,2.22,-3.28,0.24,38.34
116289,-0.35,-0.14,1.61,27.65,-138.64,2.32,-2.85,-1.42,38.46
116299,-0.35,-0.13,1.54,31.52,-146.88,2.16,-2.40,-3.10,38.56
116309,-0.35,-0.13,1.47,34.70,-154.02,3.11,-1.95,-4.81,38.70
116319,-0.34,-0.12,1.40,36.76,-160.13,3.67,-1.52,-6.54,38.81
116329,-0.32,-0.12,1.34,37.02,-165.69,5.17,-1.18,-8.31,38.98
116339,-0.30,-0.11,1.28,36.99,-170.70,5.68,-0.86,-10.10,39.09
116349,-0.28,-0.11,1.22,36.49,-175.67,6.02,-0.56,-11.95,39.20
116359,-0.26,-0.11,1.16,36.74,-179.75,5.18,-0.22,-13.80,39.24
116369,-0.24,-0.10,1.10,38.36,-182.87,4.40,0.20,-15.64,39.25
116379,-0.22,-0.09,1.03,39.83,-185.07,3.58,0.64,-17.47,39.25
116389,-0.20,-0.08,0.95,40.13,-185.48,3.02,1.04,-19.24,39.24
116399,-0.18,-0.08,0.88,39.51,-184.68,2.86,1.39,-20.95,39.23
116409,-0.15,-0.07,0.82,38.51,-182.23,2.52,1.72,-22.57,39.20
116419,-0.12,-0.07,0.76,37.10,-178.81,2.98,1.99,-24.12,39.21
116429,-0.09,-0.06,0.70,36.74,-174.21,1.82,2.35,-25.58,39.13
116439,-0.06,-0.05,0.66,36.36,-169.77,0.98,2.72,-26.99,39.04
116449,-0.03,-0.04,0.61,36.71,-164.73,-0.69,3.18,-28.33,38.87
116459,-0.01,-0.02,0.55,36.56,-159.95,-1.75,3.66,-29.63,38.69
116469,0.01,-0.00,0.50,35.47,-154.08,-1.70,4.12,-30.86,38.52
116479,0.04,0.01,0.45,33.76,-147.97,-0.90,4.57,-32.09,38.37
116489,0.07,0.02,0.40,30.97,-139.69,1.65,4.81,-33.25,38.38
116499,0.10,0.02,0.35,28.34,-130.62,3.99,4.96,-34.30,38.43
116509,0.14,0.02,0.30,25.57,-120.05,6.36,5.03,-35.19,38.55
116519,0.18,0.01,0.26,22.80,-109.27,7.50,5.09,-35.96,38.64
116529,0.22,-0.00,0.22,18.58,-97.26,8.08,5.04,-36.57,38.72
116539,0.26,-0.01,0.18,14.51,-86.02,7.71,4.98,-37.08,38.77
116549,0.29,-0.01,0.16,10.49,-73.91,6.62,4.91,-37.44,38.78
116559,0.31,-0.01,0.13,6.97,-62.08,5.18,4.85,-37.69,38.76
116569,0.33,-0.01,0.11,3.60,-50.31,3.72,4.76,-37.82,38.73
116579,0.35,-0.01,0.09,0.18,-39.03,2.61,4.64,-37.86,38.71
116589,0.36,-0.01,0.07,-3.16,-26.62,1.21,4.50,-37.73,38.68
116599,0.36,-0.00,0.05,-6.81,-14.55,0.75,4.27,-37.49,38.70
116609,0.36,-0.01,0.04,-10.51,-1.18,-0.39,4.03,-37.07,38.68
116619,0.35,-0.01,0.02,-14.53,12.45,-0.86,3.70,-36.51,38.71
116629,0.34,-0.02,0.02,-18.39,28.17,-1.51,3.32,-35.70,38.75
116639,0.33,-0.02,0.03,-21.24,43.57,-1.87,2.94,-34.74,38.80
116649,0.31,-0.03,0.05,-22.56,60.03,-2.40,2.59,-33.58,38.86
116659,0.29,-0.04,0.09,-23.03,75.21,-3.39,2.26,-32.29,38.89
116669,0.27,-0.04,0.13,-23.51,89.46,-4.00,1.88,-30.80,38.94
116679,0.24,-0.04,0.17,-23.72,101.78,-5.05,1.57,-29.21,38.93
116689,0.21,-0.04,0.22,-23.89,113.13,-5.38,1.30,-27.53,38.92
116699,0.18,-0.03,0.26,-23.66,123.82,-6.63,1.09,-25.76,38.84
116709,0.14,-0.03,0.30,-24.37,134.14,-6.66,0.83,-23.90,38.80
116719,0.11,-0.03,0.34,-25.64,143.58,-7.00,0.53,-21.98,38.74
116729,0.06,-0.03,0.41,-27.66,153.48,-6.38,0.17,-19.94,38.72
116739,0.03,-0.03,0.48,-28.55,162.92,-5.21,-0.15,-17.83,38.71
116749,-0.00,-0.03,0.56,-27.92,171.73,-3.74,-0.43,-15.65,38.73
116759,-0.02,-0.04,0.64,-27.39,178.72,-2.45,-0.70,-13.47,38.74
116769,-0.05,-0.05,0.72,-27.57,183.26,-3.27,-0.98,-11.35,38.65
116779,-0.09,-0.06,0.81,-27.41,188.37,-4.46,-1.24,-9.15,38.52
116789,-0.14,-0.06,0.90,-24.16,194.66,-7.03,-1.34,-6.84,38.29
116799,-0.18,-0.07,0.98,-20.84,199.99,-9.26,-1.40,-4.52,38.06
116809,-0.21,-0.07,1.08,-19.32,204.28,-11.90,-1.53,-2.20,37.78
116819,-0.24,-0.08,1.18,-20.47,205.69,-13.80,-1.79,0.02,37.50
116829,-0.25,-0.09,1.29,-25.64,202.23,-16.01,-2.28,2.00,37.19
116839,-0.26,-0.09,1.39,-30.33,195.65,-18.25,-2.82,3.79,36.84
116849,-0.27,-0.10,1.48,-31.76,186.52,-21.26,-3.25,5.39,36.42
116859,-0.29,-0.10,1.55,-30.40,177.77,-24.24,-3.55,6.90,35.98
116869,-0.31,-0.10,1.60,-25.37,170.72,-25.58,-3.63,8.42,35.58
116879,-0.33,-0.09,1.63,-18.89,164.99,-26.97,-3.60,9.92,35.16
116889,-0.35,-0.09,1.64,-14.16,161.12,-27.27,-3.61,11.47,34.78
116899,-0.36,-0.09,1.65,-10.23,157.52,-30.38,-3.61,12.97,34.26
116909,-0.37,-0.10,1.64,-10.21,152.35,-31.95,-3.91,14.34,33.76
116919,-0.37,-0.11,1.65,-11.83,146.77,-32.25,-4.24,15.45,33.32
116929,-0.38,-0.11,1.65,-12.15,136.91,-32.34,-4.47,16.29,32.91
116939,-0.38,-0.11,1.66,-11.04,124.40,-31.93,-4.62,16.90,32.54
116949,-0.40,-0.11,1.66,-7.35,104.97,-31.45,-4.56,17.06,32.23
116959,-0.42,-0.10,1.66,-3.01,84.49,-29.54,-4.38,17.03,32.03
116969,-0.43,-0.09,1.65,2.50,62.47,-26.12,-4.05,16.74,31.95
116979,-0.44,-0.08,1.64,7.88,41.29,-22.03,-3.64,16.29,31.96
116989,-0.44,-0.07,1.63,13.59,19.25,-17.46,-3.15,15.57,32.04
116999,-0.43,-0.07,1.61,18.21,-1.36,-12.87,-2.65,14.69,32.17
117009,-0.42,-0.07,1.59,20.20,-21.31,-8.93,-2.27,13.59,32.31
117019,-0.41,-0.07,1.58,18.01,-37.25,-5.26,-2.19,12.49,32.43
117029,-0.39,-0.07,1.58,11.17,-48.58,-2.90,-2.37,11.44,32.53
117039,-0.37,-0.08,1.59,4.17,-58.56,-0.96,-2.67,10.38,32.63
117049,-0.36,-0.09,1.60,-1.16,-69.34,0.68,-2.98,9.32,32.74
117059,-0.36,-0.10,1.62,-3.50,-78.14,1.85,-3.17,8.26,32.85
117069,-0.35,-0.12,1.63,-2.06,-84.40,4.21,-3.19,7.25,33.04
117079,-0.34,-0.13,1.64,1.82,-89.76,6.01,-3.08,6.23,33.22
117089,-0.33,-0.14,1.64,7.17,-94.92,7.60,-2.85,5.17,33.41
117099,-0.33,-0.15,1.63,11.83,-100.19,8.60,-2.59,4.06,33.59
117109,-0.32,-0.15,1.62,15.63,-107.37,8.19,-2.33,2.81,33.71
117119,-0.31,-0.15,1.61,17.79,-115.30,7.64,-2.10,1.45,33.82
117129,-0.31,-0.14,1.58,19.11,-124.77,6.46,-1.87,-0.07,33.89
117139,-0.31,-0.13,1.56,20.34,-134.22,5.92,-1.64,-1.67,33.98
117149,-0.31,-0.12,1.52,22.95,-143.41,5.40,-1.33,-3.36,34.07
117159,-0.31,-0.12,1.47,25.86,-150.81,5.66,-0.98,-5.05,34.17
117169,-0.31,-0.11,1.42,29.36,-156.50,5.64,-0.57,-6.73,34.25
117179,-0.30,-0.11,1.37,32.12,-161.41,6.00,-0.17,-8.42,34.34
117189,-0.29,-0.10,1.32,33.75,-166.59,6.36,0.20,-10.19,34.42
117199,-0.27,-0.09,1.28,34.75,-171.75,6.07,0.56,-12.00,34.47
117209,-0.25,-0.08,1.23,35.16,-177.16,6.42,0.90,-13.88,34.52
117219,-0.22,-0.07,1.18,36.08,-182.48,6.57,1.27,-15.81,34.56
117229,-0.19,-0.06,1.11,37.02,-187.49,7.47,1.64,-17.77,34.63
117239,-0.16,-0.06,1.03,37.57,-191.44,8.03,2.00,-19.74,34.68
117249,-0.13,-0.07,0.94,36.64,-193.05,8.23,2.26,-21.65,34.71
117259,-0.10,-0.07,0.85,35.87,-192.66,7.39,2.53,-23.47,34.70
117269,-0.06,-0.07,0.77,36.38,-189.31,5.29,2.90,-25.14,34.60
117279,-0.03,-0.07,0.70,37.87,-185.40,2.50,3.33,-26.77,34.44
117289,-0.00,-0.05,0.63,39.27,-180.45,-0.47,3.93,-28.26,34.17
117299,0.02,-0.02,0.57,39.50,-174.96,-1.79,4.52,-29.70,33.92
117309,0.05,-0.01,0.51,39.51,-168.65,-2.49,5.15,-31.15,33.66
117319,0.08,0.01,0.45,37.84,-162.56,-1.89,5.61,-32.61,33.47
117329,0.11,0.02,0.40,35.15,-155.45,-1.14,5.97,-33.97,33.32
117339,0.14,0.02,0.35,32.14,-148.02,0.14,6.26,-35.25,33.21
117349,0.17,0.03,0.30,30.06,-138.95,1.09,6.55,-36.38,33.11
117359,0.21,0.03,0.25,28.32,-129.44,1.82,6.82,-37.39,33.03
117369,0.24,0.04,0.21,26.25,-118.80,2.16,7.07,-38.25,32.94
117379,0.27,0.04,0.17,23.73,-108.41,1.96,7.29,-39.01,32.83
117389,0.29,0.05,0.14,19.63,-97.09,2.67,7.36,-39.63,32.80
117399,0.31,0.05,0.11,15.41,-86.19,3.27,7.37,-40.16,32.78
117409,0.33,0.05,0.10,11.35,-74.59,4.31,7.31,-40.55,32.83
117419,0.35,0.06,0.09,8.84,-63.04,4.94,7.28,-40.82,32.88
117429,0.36,0.06,0.07,8.22,-50.73,6.53,7.26,-40.95,33.03
117439,0.37,0.06,0.06,8.74,-38.30,7.68,7.28,-40.95,33.19
117449,0.37,0.06,0.04,9.55,-24.76,8.30,7.30,-40.77,33.36
117459,0.37,0.06,0.03,9.08,-11.63,9.06,7.26,-40.48,33.57
117469,0.37,0.06,0.02,6.80,2.77,9.14,7.12,-39.99,33.78
117479,0.36,0.06,0.02,3.67,16.80,9.62,6.89,-39.38,34.02
117489,0.35,0.05,0.03,0.09,31.97,9.81,6.59,-38.57,34.29
117499,0.34,0.04,0.05,-3.73,46.91,10.53,6.18,-37.63,34.62
117509,0.33,0.03,0.08,-6.00,63.22,10.15,5.80,-36.45,34.93
117519,0.33,0.01,0.13,-7.18,78.15,9.84,5.42,-35.16,35.27
117529,0.32,-0.00,0.18,-7.25,91.76,7.71,5.12,-33.71,35.50
117539,0.30,-0.01,0.23,-7.59,102.58,5.12,4.85,-32.24,35.66
117549,0.28,-0.02,0.27,-8.61,112.28,1.39,4.64,-30.65,35.70
117559,0.25,-0.02,0.31,-9.51,121.22,-2.38,4.50,-28.97,35.66
117569,0.21,-0.01,0.35,-9.92,131.37,-6.06,4.41,-27.14,35.58
117579,0.17,-0.00,0.39,-9.99,141.68,-9.30,4.34,-25.20,35.49
117589,0.14,0.01,0.44,-10.92,152.26,-10.68,4.21,-23.14,35.48
117599,0.10,0.02,0.49,-12.13,162.03,-11.90,4.05,-21.01,35.45
117609,0.07,0.02,0.56,-14.76,169.58,-11.83,3.78,-18.91,35.47
117619,0.04,0.03,0.62,-18.42,175.12,-12.29,3.45,-16.82,35.46
117629,0.01,0.03,0.69,-23.17,179.53,-12.63,3.03,-14.73,35.43
117639,-0.02,0.02,0.76,-26.78,182.20,-12.63,2.61,-12.69,35.40
117649,-0.05,0.02,0.83,-29.42,184.24,-12.15,2.20,-10.65,35.38
117659,-0.08,0.01,0.89,-32.38,185.88,-11.41,1.74,-8.62,35.37
117669,-0.10,0.00,0.95,-35.27,186.90,-11.28,1.26,-6.59,35.31
117679,-0.11,-0.01,1.00,-38.34,186.90,-11.13,0.73,-4.61,35.24
117689,-0.14,-0.02,1.06,-39.82,186.61,-12.56,0.25,-2.65,35.08
117699,-0.16,-0.03,1.11,-40.22,186.51,-13.33,-0.18,-0.67,34.91
117709,-0.19,-0.03,1.17,-39.46,185.45,-14.34,-0.56,1.25,34.72
117719,-0.21,-0.03,1.23,-39.07,183.86,-14.70,-0.95,3.14,34.53
117729,-0.23,-0.04,1.29,-39.00,180.88,-14.40,-1.37,4.94,34.37
117739,-0.24,-0.04,1.35,-38.16,177.07,-14.29,-1.75,6.67,34.18
117749,-0.25,-0.04,1.41,-36.91,171.20,-13.39,-2.09,8.25,34.03
117759,-0.25,-0.05,1.47,-35.94,164.26,-12.49,-2.50,9.70,33.88
117769,-0.25,-0.06,1.51,-35.76,154.90,-11.16,-2.91,10.76,33.75
117779,-0.25,-0.07,1.54,-35.63,145.65,-10.54,-3.33,11.74,33.60
117789,-0.26,-0.08,1.57,-35.95,136.05,-9.61,-3.77,12.61,33.47
117799,-0.26,-0.09,1.60,-35.51,127.64,-9.46,-4.15,13.43,33.32
117809,-0.28,-0.09,1.64,-34.58,119.17,-10.68,-4.47,14.16,33.10
117819,-0.28,-0.09,1.69,-33.33,111.13,-11.64,-4.77,14.83,32.88
117829,-0.29,-0.08,1.75,-31.93,99.90,-10.24,-5.01,15.28,32.80
117839,-0.30,-0.08,1.80,-30.63,87.44,-8.33,-5.22,15.55,32.77
117849,-0.31,-0.08,1.84,-28.52,71.93,-5.76,-5.36,15.56,32.82
117859,-0.31,-0.09,1.88,-25.69,55.74,-2.62,-5.44,15.37,32.95
117869,-0.31,-0.10,1.90,-22.20,37.06,0.25,-5.46,14.90,33.11
117879,-0.30,-0.11,1.91,-19.42,19.14,2.84,-5.49,14.28,33.30
117889,-0.30,-0.13,1.91,-16.07,0.89,3.91,-5.48,13.46,33.45
117899,-0.29,-0.14,1.91,-13.04,-16.27,5.02,-5.46,12.51,33.63
117909,-0.29,-0.15,1.89,-9.02,-33.20,5.32,-5.37,11.40,33.79
117919,-0.29,-0.16,1.86,-4.84,-48.33,5.46,-5.25,10.21,33.95
117929,-0.28,-0.16,1.83,0.06,-62.80,5.84,-5.10,8.93,34.12
117939,-0.28,-0.17,1.80,5.04,-75.48,5.68,-4.94,7.71,34.26
117949,-0.28,-0.18,1.76,9.49,-87.01,5.99,-4.73,6.46,34.44
117959,-0.28,-0.18,1.73,13.94,-97.13,5.12,-4.48,5.18,34.56
117969,-0.27,-0.18,1.69,17.53,-107.52,4.60,-4.21,3.79,34.69
117979,-0.26,-0.18,1.66,20.66,-117.96,3.44,-3.91,2.30,34.79
117989,-0.26,-0.17,1.61,22.87,-129.08,2.57,-3.62,0.68,34.89
117999,-0.26,-0.16,1.56,25.12,-139.16,1.30,-3.29,-1.00,34.96
118009,-0.26,-0.15,1.50,27.92,-148.63,0.25,-2.91,-2.75,35.03
118019,-0.26,-0.14,1.44,30.28,-156.17,0.03,-2.53,-4.50,35.11
118029,-0.27,-0.13,1.37,32.92,-161.58,-0.19,-2.11,-6.22,35.17
118039,-0.27,-0.12,1.32,35.16,-165.45,0.38,-1.69,-7.91,35.26
118049,-0.26,-0.11,1.26,37.71,-168.75,0.17,-1.23,-9.62,35.30
118059,-0.24,-0.09,1.21,39.43,-171.77,0.21,-0.78,-11.34,35.34
118069,-0.23,-0.08,1.16,39.84,-175.47,-0.12,-0.38,-13.13,35.35
118079,-0.21,-0.07,1.10,39.50,-178.95,-0.13,-0.00,-14.95,35.36
